CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,Final_InStoreShare,Final_UE_share,Final_DD_share,Final_SD_share,TotalDeliveryOrders,TotalRevenue,TotalNetProfit,AggregatorOrders,AggregatorDependence,InStoreReliance,AggregatorRiskCategory
Burgers,25119,Classic Burgers Eatery,Cafe,CBD,0.99,33.49,1265,253,8472.97,455,253,304,15237.95,8472.97,10180.96,0.238450531568378,0.443626348115504,0.3,5,1.48,449.92,2693.75,273.11,151.86,2786.84,0.25,0.45,0.25,0.3,0.2,0.35968379446640314,0.2,0.24031620553359684,1012,42364.85,5905.56,708,0.5596837944664032,0.2,Medium Risk
Burgers,26494,Top Burgers House,Full-service,CBD,0.99,41.87,1466,475,19888.25,446,248,297,18674.02,10383.76,12435.39,0.387959811929613,0.479524135775864,0.31,11,3.25,965.25,2635.51,-3314.34,-1842.95,682.64,0.48,0.45,0.25,0.3,0.32401091405184174,0.3042291950886767,0.16916780354706684,0.20259208731241474,991,61381.420000000006,-1839.1399999999999,694,0.4733969986357435,0.32401091405184174,Low Risk
Burgers,25161,Top Burgers Corner,Cafe,West Auckland,1.04,40.42,1119,319,12893.98,360,200,240,14551.2,8084.0,9700.8,0.279486142154783,0.420557478116825,0.3,13,3.84,921.6,3867.63,-0.63,-0.35,1988.22,0.4,0.45,0.25,0.3,0.28507596067917784,0.32171581769436997,0.17873100983020554,0.21447721179624665,800,45229.979999999996,5854.87,560,0.5004468275245755,0.28507596067917784,Medium Risk
Burgers,26214,Urban Burgers Corner,Cafe,CBD,0.99,37.88,1694,370,14015.6,596,331,397,22576.48,12538.28,15038.36,0.258535533044487,0.356650849501602,0.33,18,5.31,2108.07,5393.39,1237.5,687.27,3678.9,0.28,0.45,0.25,0.3,0.21841794569067297,0.35182998819362454,0.19539551357733176,0.23435655253837073,1324,64168.72,10997.06,927,0.5472255017709563,0.21841794569067297,Medium Risk
Burgers,25528,Lucky Burgers Bistro,QSR,North Shore,1.03,36.79,1652,361,13281.19,581,323,387,21374.99,11883.17,14237.73,0.204108449220657,0.449127485696226,0.28,10,2.95,1141.65,4605.44,1427.08,793.37,3795.48,0.28,0.45,0.25,0.3,0.2185230024213075,0.3516949152542373,0.19552058111380144,0.23426150121065376,1291,60777.08,10621.369999999999,904,0.5472154963680388,0.2185230024213075,Medium Risk
Burgers,25973,King Burgers Kitchen,Full-service,West Auckland,1.04,37.44,591,153,5728.32,197,110,131,7375.68,4118.4,4904.64,0.372759494010825,0.487910197372548,0.27,13,3.84,503.04,798.13,-963.78,-538.15,180.33,0.35,0.45,0.25,0.3,0.25888324873096447,0.3333333333333333,0.18612521150592218,0.22165820642978004,438,22127.04,-523.4699999999999,307,0.5194585448392555,0.25888324873096447,Medium Risk
Burgers,25730,Top Burgers Eatery,QSR,CBD,0.99,39.64,1809,395,15657.8,636,354,424,25211.04,14032.56,16807.36,0.239658871367574,0.433120136964135,0.32,5,1.48,627.52,5123.56,182.05,101.33,4872.2,0.28,0.45,0.25,0.3,0.2183526810392482,0.351575456053068,0.1956882255389718,0.23438363736871198,1414,71708.76,10279.14,990,0.5472636815920398,0.2183526810392482,Medium Risk
Burgers,26135,King Burgers Tavern,Full-service,CBD,0.99,34.74,1202,395,13722.3,363,202,242,12610.62,7017.48,8407.08,0.380201764998492,0.464409941108897,0.31,18,5.31,1285.02,2132.28,-1949.75,-1084.98,21.34,0.49,0.45,0.25,0.3,0.3286189683860233,0.3019966722129784,0.16805324459234608,0.20133111480865223,807,41757.479999999996,-881.1099999999998,565,0.4700499168053245,0.3286189683860233,Low Risk
Burgers,26380,Classic Burgers Tavern,Full-service,CBD,0.99,39.01,1834,505,19700.05,598,332,399,23327.98,12951.32,15564.99,0.393061458598822,0.511228195345029,0.28,11,3.25,1296.75,1885.5,-4299.11,-2386.79,192.98,0.38,0.45,0.25,0.3,0.27535441657579063,0.3260632497273719,0.18102508178844057,0.21755725190839695,1329,71544.34,-4607.42,930,0.5070883315158125,0.27535441657579063,Medium Risk
Burgers,25895,Top Burgers Corner,Full-service,West Auckland,1.04,46.39,1073,376,17442.64,314,174,209,14566.46,8071.86,9695.51,0.377299415611196,0.472256360342726,0.31,6,1.77,369.93,2624.14,-2324.16,-1287.91,1088.7,0.54,0.45,0.25,0.3,0.3504193849021435,0.29263746505125815,0.16216216216216217,0.19478098788443615,697,49776.47,100.76999999999998,488,0.4547996272134203,0.3504193849021435,Low Risk
Burgers,25330,Urban Burgers Tavern,Ghost Kitchen,North Shore,1.03,44.91,1161,65,2919.15,493,274,329,22140.63,12305.34,14775.39,0.262536822527181,0.2416238550446,0.27,17,5.02,1651.58,1447.43,5000.22,2779.03,5674.64,0.06,0.45,0.25,0.3,0.05598621877691645,0.42463393626184326,0.2360034453057709,0.2833763996554694,1096,52140.51,14901.32,767,0.6606373815676141,0.05598621877691645,Medium Risk
Burgers,25170,Lucky Burgers Tavern,QSR,West Auckland,1.04,46.04,1530,334,15377.36,538,299,359,24769.52,13765.96,16528.36,0.217860502731055,0.394324672338553,0.29,12,3.54,1270.86,5963.57,2422.83,1346.51,5139.08,0.28,0.45,0.25,0.3,0.21830065359477124,0.3516339869281046,0.1954248366013072,0.234640522875817,1196,70441.20000000001,14871.99,837,0.5470588235294118,0.21830065359477124,Medium Risk
Burgers,25442,Classic Burgers Grill,Cafe,West Auckland,1.04,43.24,1155,318,13750.32,377,209,251,16301.48,9037.16,10853.24,0.264888013489544,0.398093697498553,0.3,4,1.18,296.18,4634.11,603.45,334.54,3361.56,0.38,0.45,0.25,0.3,0.2753246753246753,0.3264069264069264,0.18095238095238095,0.21731601731601732,837,49942.2,8933.66,586,0.5073593073593073,0.2753246753246753,Medium Risk
Burgers,26588,Lucky Burgers Corner,Cafe,West Auckland,1.04,38.95,2083,540,21033.0,694,386,463,27031.3,15034.7,18033.85,0.248576239868999,0.371197632467374,0.33,10,2.95,1365.85,7997.3,1357.68,755.13,5491.09,0.35,0.45,0.25,0.3,0.25924147863658187,0.3331733077292367,0.18530964954392704,0.22227556409025445,1543,81132.85,15601.199999999999,1080,0.5184829572731637,0.25924147863658187,Medium Risk
Burgers,25294,Lucky Burgers Tavern,Ghost Kitchen,CBD,0.99,34.43,998,82,2823.26,412,229,275,14185.16,7884.47,9468.25,0.262558714870829,0.207000498892739,0.33,9,2.66,731.5,1497.57,2843.28,1580.37,4290.85,0.09,0.45,0.25,0.3,0.08216432865731463,0.41282565130260523,0.22945891783567135,0.2755511022044088,916,34361.14,10212.07,641,0.6422845691382766,0.08216432865731463,Medium Risk
Burgers,25174,Classic Burgers Corner,Full-service,North Shore,1.03,33.99,1728,544,18490.56,533,296,355,18116.67,10061.04,12066.45,0.383637686388101,0.547367854113691,0.32,15,4.43,1572.65,1275.75,-4547.38,-2525.38,-740.13,0.46,0.45,0.25,0.3,0.3148148148148148,0.30844907407407407,0.1712962962962963,0.20543981481481483,1184,58734.72,-6537.14,829,0.47974537037037035,0.3148148148148148,Low Risk
Burgers,25376,Top Burgers House,Ghost Kitchen,South Auckland,1.05,43.85,1531,100,4385.0,644,358,429,28239.4,15698.3,18811.65,0.29566688031191,0.349170912150294,0.29,16,4.72,2024.88,1557.39,1840.14,1022.94,4656.31,0.07,0.45,0.25,0.3,0.06531678641410843,0.42064010450685824,0.23383409536250815,0.2802090137165251,1431,67134.35,9076.78,1002,0.6544741998693664,0.06531678641410843,Medium Risk
Burgers,25418,Top Burgers Eatery,Cafe,North Shore,1.03,43.29,1941,593,25670.97,607,337,404,26277.03,14588.73,17489.16,0.239532025568187,0.372590851527639,0.27,6,1.77,715.08,9957.18,3097.46,1719.68,6068.57,0.44,0.45,0.25,0.3,0.30551262235960847,0.3127253992787223,0.1736218444100979,0.20814013395157135,1348,84025.89,20842.89,944,0.4863472436888202,0.30551262235960847,Low Risk
Burgers,25015,Lucky Burgers Grill,QSR,CBD,0.99,34.71,1299,276,9579.96,460,256,307,15966.6,8885.76,10655.97,0.221846213359386,0.446916462201625,0.32,3,0.89,273.23,3173.24,179.42,99.85,3256.42,0.27,0.45,0.25,0.3,0.21247113163972287,0.35411855273287146,0.19707467282525018,0.2363356428021555,1023,45088.29,6708.93,716,0.5511932255581217,0.21247113163972287,Medium Risk
Burgers,26027,Urban Burgers Bistro,Cafe,West Auckland,1.04,38.25,1123,303,11589.75,369,205,246,14114.25,7841.25,9409.5,0.243503914065659,0.42334763079416,0.3,13,3.84,944.64,3861.11,467.87,259.93,2190.12,0.37,0.45,0.25,0.3,0.26981300089047194,0.3285841495992876,0.182546749777382,0.21905609973285842,820,42954.75,6779.030000000001,574,0.5111308993766697,0.26981300089047194,Medium Risk
Burgers,26391,Classic Burgers Bistro,Ghost Kitchen,North Shore,1.03,43.92,805,45,1976.4,342,190,228,15020.64,8344.8,10013.76,0.295922063931357,0.23290582903428,0.28,14,4.13,941.64,931.22,2871.53,1595.29,3776.56,0.06,0.45,0.25,0.3,0.055900621118012424,0.4248447204968944,0.2360248447204969,0.28322981366459626,760,35355.6,9174.6,532,0.6608695652173913,0.055900621118012424,Medium Risk
Burgers,26514,Lucky Burgers Corner,QSR,West Auckland,1.04,36.38,638,106,3856.28,239,133,160,8694.82,4838.54,5820.8,0.248522782940418,0.386922581051476,0.31,17,5.02,803.2,1405.82,474.34,263.96,1318.8,0.2,0.45,0.25,0.3,0.16614420062695925,0.37460815047021945,0.2084639498432602,0.2507836990595611,532,23210.44,3462.92,372,0.5830721003134797,0.16614420062695925,Medium Risk
Burgers,26677,Top Burgers Tavern,Cafe,South Auckland,1.05,34.3,1342,333,11421.9,454,252,303,15572.2,8643.6,10392.9,0.216553137414157,0.409603461413644,0.29,13,3.84,1163.52,4270.0,1305.63,724.71,2721.8,0.33,0.45,0.25,0.3,0.2481371087928465,0.338301043219076,0.18777943368107303,0.22578241430700446,1009,46030.6,9022.14,706,0.526080476900149,0.2481371087928465,Medium Risk
Burgers,25181,King Burgers Cafe,Full-service,South Auckland,1.05,36.18,2043,594,21490.92,652,362,435,23589.36,13097.16,15738.3,0.370753841416445,0.5194696117891,0.28,9,2.66,1157.1,2359.2,-4015.46,-2229.44,570.6,0.41,0.45,0.25,0.3,0.2907488986784141,0.3191385217816936,0.17719040626529614,0.21292217327459617,1449,73915.74,-3315.1000000000004,1014,0.49632892804698975,0.2907488986784141,Low Risk
Burgers,25468,Top Burgers House,Full-service,West Auckland,1.04,32.39,1216,383,12405.37,375,208,250,12146.25,6737.12,8097.5,0.385193350294139,0.526770381326787,0.31,3,0.89,222.5,1092.12,-2696.03,-1495.4,490.37,0.46,0.45,0.25,0.3,0.3149671052631579,0.30838815789473684,0.17105263157894737,0.20559210526315788,833,39386.240000000005,-2608.9400000000005,583,0.47944078947368424,0.3149671052631579,Low Risk
Burgers,26586,King Burgers Bistro,Full-service,West Auckland,1.04,36.69,1582,498,18271.62,488,271,325,17904.72,9942.99,11924.25,0.357282414881047,0.527841170760803,0.28,12,3.54,1150.5,2098.98,-2956.49,-1641.82,219.32,0.46,0.45,0.25,0.3,0.3147914032869785,0.3084702907711757,0.17130214917825537,0.2054361567635904,1084,58043.579999999994,-2280.0099999999998,759,0.4797724399494311,0.3147914032869785,Low Risk
Burgers,26141,Lucky Burgers Eatery,Full-service,West Auckland,1.04,34.93,1402,378,13203.54,461,256,307,16102.73,8942.08,10723.51,0.391132951912005,0.514671805570833,0.28,9,2.66,816.62,1243.71,-2991.96,-1661.48,193.48,0.37,0.45,0.25,0.3,0.26961483594864477,0.3288159771754636,0.1825962910128388,0.21897289586305277,1024,48971.86,-3216.25,717,0.5114122681883024,0.26961483594864477,Medium Risk
Burgers,25268,King Burgers Corner,Cafe,CBD,0.99,37.1,904,253,9386.3,293,163,195,10870.3,6047.3,7234.5,0.217014490831643,0.400262145348825,0.28,16,4.72,920.4,3592.36,1116.63,621.2,1848.41,0.39,0.45,0.25,0.3,0.27986725663716816,0.3241150442477876,0.18030973451327434,0.2157079646017699,651,33538.399999999994,7178.599999999999,456,0.504424778761062,0.27986725663716816,Medium Risk
Burgers,25308,Urban Burgers House,QSR,West Auckland,1.04,44.68,1854,334,14923.12,684,380,456,30561.12,16978.4,20374.08,0.241154740788043,0.358429965469986,0.31,15,4.43,2020.08,5975.45,2763.19,1535.11,6138.01,0.22,0.45,0.25,0.3,0.18015102481121897,0.36893203883495146,0.20496224379719524,0.2459546925566343,1520,82836.72,16411.760000000002,1064,0.5738942826321467,0.18015102481121897,Medium Risk
Burgers,25067,Classic Burgers Kitchen,Full-service,CBD,0.99,43.14,1160,343,14797.02,368,204,245,15875.52,8800.56,10569.3,0.35827633588342,0.504268040694296,0.31,11,3.25,796.25,2033.93,-2739.23,-1518.49,656.56,0.42,0.45,0.25,0.3,0.2956896551724138,0.31724137931034485,0.17586206896551723,0.21120689655172414,817,50042.399999999994,-1567.23,572,0.49310344827586206,0.2956896551724138,Low Risk
Burgers,26241,Top Burgers Eatery,QSR,South Auckland,1.05,38.16,1019,190,7250.4,373,207,249,14233.68,7899.12,9501.84,0.24545091053471,0.423436920926906,0.32,12,3.54,881.46,2400.7,158.17,87.78,2264.71,0.23,0.45,0.25,0.3,0.18645731108930325,0.366045142296369,0.20314033366045142,0.24435721295387636,829,38885.04,4911.360000000001,580,0.5691854759568205,0.18645731108930325,Medium Risk
Burgers,26201,Classic Burgers House,Full-service,South Auckland,1.05,40.9,1340,409,16728.1,419,233,279,17137.1,9529.7,11411.1,0.385463857045397,0.521124046226032,0.32,11,3.25,906.75,1562.61,-3883.06,-2159.31,159.18,0.44,0.45,0.25,0.3,0.30522388059701494,0.3126865671641791,0.17388059701492536,0.2082089552238806,931,54805.99999999999,-4320.58,652,0.48656716417910445,0.30522388059701494,Low Risk
Burgers,25272,Urban Burgers Eatery,QSR,CBD,0.99,32.02,1165,225,7204.5,423,235,282,13544.46,7524.7,9029.64,0.203551977090538,0.444050269783475,0.32,8,2.36,665.52,2538.85,438.81,243.78,2516.5,0.24,0.45,0.25,0.3,0.19313304721030042,0.3630901287553648,0.2017167381974249,0.24206008583690988,940,37303.3,5737.9400000000005,658,0.5648068669527897,0.19313304721030042,Medium Risk
Burgers,25192,Lucky Burgers Bistro,Cafe,South Auckland,1.05,43.45,1384,351,15250.95,465,258,310,20204.25,11210.1,13469.5,0.23134801954031,0.434121696907096,0.32,9,2.66,824.6,5101.9,293.57,162.89,3681.36,0.34,0.45,0.25,0.3,0.2536127167630058,0.33598265895953755,0.18641618497109827,0.2239884393063584,1033,60134.799999999996,9239.72,723,0.5223988439306358,0.2536127167630058,Medium Risk
Burgers,25435,Classic Burgers Bistro,QSR,West Auckland,1.04,45.13,1249,225,10154.25,461,256,307,20804.93,11553.28,13854.91,0.213164031673223,0.396249585878104,0.33,18,5.31,1630.17,3966.11,1260.5,699.97,3781.37,0.22,0.45,0.25,0.3,0.1801441152922338,0.36909527622097676,0.20496397117694154,0.24579663730984788,1024,56367.369999999995,9707.95,717,0.5740592473979184,0.1801441152922338,Medium Risk
Burgers,25678,Urban Burgers Eatery,QSR,CBD,0.99,43.24,772,139,6010.36,285,158,190,12323.4,6831.92,8215.6,0.237665633372962,0.396260366705246,0.32,12,3.54,672.6,2200.24,567.79,314.77,2334.92,0.22,0.45,0.25,0.3,0.1800518134715026,0.36917098445595853,0.20466321243523317,0.24611398963730569,633,33381.28,5417.719999999999,443,0.5738341968911918,0.1800518134715026,Medium Risk
Burgers,26286,King Burgers Tavern,QSR,South Auckland,1.05,45.42,1742,337,15306.54,632,351,422,28705.44,15942.42,19167.24,0.21829391522333,0.417047550738789,0.28,14,4.13,1742.86,5581.66,2430.16,1349.66,5246.64,0.24,0.45,0.25,0.3,0.19345579793340986,0.36280137772675086,0.20149253731343283,0.24225028702640644,1405,79121.64,14608.119999999999,983,0.5642939150401837,0.19345579793340986,Medium Risk
Burgers,26246,Lucky Burgers Bistro,QSR,West Auckland,1.04,38.73,1299,276,10689.48,460,256,307,17815.8,9914.88,11890.11,0.268982828743756,0.391698328708299,0.27,5,1.48,454.36,3627.14,1234.97,687.29,3580.18,0.27,0.45,0.25,0.3,0.21247113163972287,0.35411855273287146,0.19707467282525018,0.2363356428021555,1023,50310.27,9129.58,716,0.5511932255581217,0.21247113163972287,Medium Risk
Burgers,25399,Urban Burgers Corner,QSR,CBD,0.99,30.37,828,186,5648.82,289,160,193,8776.93,4859.2,5861.41,0.224838664345443,0.369480475550517,0.33,13,3.84,741.12,2291.62,664.25,367.75,1636.74,0.29,0.45,0.25,0.3,0.2246376811594203,0.34903381642512077,0.1932367149758454,0.23309178743961353,642,25146.36,4960.36,449,0.5422705314009661,0.2246376811594203,Medium Risk
Burgers,26074,Top Burgers Grill,Full-service,North Shore,1.03,36.77,2031,559,20554.43,662,368,442,24341.74,13531.36,16252.34,0.378746072691865,0.537014340679161,0.28,16,4.72,2086.24,1731.5,-4765.15,-2648.9,-717.15,0.38,0.45,0.25,0.3,0.27523387493845397,0.3259478089611029,0.1811915312653865,0.21762678483505662,1472,74679.87,-6399.699999999999,1030,0.5071393402264894,0.27523387493845397,Medium Risk
Burgers,25605,King Burgers Tavern,QSR,North Shore,1.03,43.27,1706,373,16139.71,600,333,400,25962.0,14408.91,17308.0,0.23818274660036,0.420431646029465,0.28,6,1.77,708.0,5509.86,1593.69,884.5,5200.7,0.28,0.45,0.25,0.3,0.2186400937866354,0.3516998827667057,0.1951934349355217,0.23446658851113716,1333,73818.62,13188.75,933,0.5468933177022274,0.2186400937866354,Medium Risk
Burgers,25807,Top Burgers Kitchen,Cafe,CBD,0.99,44.33,1736,513,22741.29,550,306,367,24381.5,13564.98,16269.11,0.258666134346277,0.40897305868566,0.32,11,3.25,1192.75,7558.31,301.38,167.67,4214.46,0.42,0.45,0.25,0.3,0.2955069124423963,0.31682027649769584,0.17626728110599077,0.21140552995391704,1223,76956.88,12241.82,856,0.4930875576036866,0.2955069124423963,Low Risk
Burgers,26050,Top Burgers House,Ghost Kitchen,West Auckland,1.04,32.95,1386,126,4151.7,567,315,378,18682.65,10379.25,12455.1,0.289802645903546,0.219370783341583,0.31,13,3.84,1451.52,2037.76,3378.32,1876.84,4661.77,0.1,0.45,0.25,0.3,0.09090909090909091,0.4090909090909091,0.22727272727272727,0.2727272727272727,1260,45668.700000000004,11954.69,882,0.6363636363636364,0.09090909090909091,Medium Risk
Burgers,25403,Top Burgers Diner,Ghost Kitchen,South Auckland,1.05,34.3,637,57,1955.1,261,145,174,8952.3,4973.5,5968.2,0.276111770363059,0.269399675331078,0.3,13,3.84,668.16,888.57,1383.03,768.35,2044.32,0.1,0.45,0.25,0.3,0.08948194662480377,0.4097331240188383,0.22762951334379905,0.2731554160125589,580,21849.1,5084.2699999999995,406,0.6373626373626373,0.08948194662480377,Medium Risk
Burgers,26578,King Burgers Diner,Cafe,CBD,0.99,38.1,675,159,6057.9,232,129,155,8839.2,4914.9,5905.5,0.22268630810082,0.359760212013498,0.33,15,4.43,686.65,2529.5,773.9,430.32,1779.21,0.31,0.45,0.25,0.3,0.23555555555555555,0.3437037037037037,0.19111111111111112,0.22962962962962963,516,25717.5,5512.93,361,0.5348148148148149,0.23555555555555555,Medium Risk
Burgers,25487,Classic Burgers Grill,QSR,South Auckland,1.05,35.26,1439,259,9132.34,531,295,354,18723.06,10401.7,12482.04,0.200697393529117,0.353761871880852,0.31,3,0.89,315.06,4068.83,2537.74,1409.85,5246.2,0.22,0.45,0.25,0.3,0.17998610145934676,0.3690062543432939,0.2050034746351633,0.24600416956219598,1180,50739.14000000001,13262.619999999999,826,0.5740097289784573,0.17998610145934676,Medium Risk
Burgers,25771,Lucky Burgers Corner,Ghost Kitchen,West Auckland,1.04,40.86,660,31,1266.66,283,157,189,11563.38,6415.02,7722.54,0.251700412121136,0.221080633962993,0.32,11,3.25,614.25,667.81,2396.15,1329.31,3457.22,0.05,0.45,0.25,0.3,0.04696969696969697,0.4287878787878788,0.23787878787878788,0.2863636363636364,629,26967.6,7850.49,440,0.6666666666666666,0.04696969696969697,Medium Risk
Burgers,25327,Urban Burgers Corner,Ghost Kitchen,CBD,0.99,34.39,1281,37,1272.43,560,311,373,19258.4,10695.29,12827.47,0.299884437245782,0.205399782257155,0.3,18,5.31,1980.63,629.49,3749.91,2082.54,4365.32,0.03,0.45,0.25,0.3,0.02888368462138954,0.4371584699453552,0.2427790788446526,0.29117876658860264,1244,44053.590000000004,10827.259999999998,871,0.6799375487900078,0.02888368462138954,Medium Risk
Burgers,25813,Urban Burgers Tavern,Cafe,North Shore,1.03,44.37,579,153,6788.61,192,106,128,8519.04,4703.22,5679.36,0.272136336062104,0.428637852496468,0.3,13,3.84,491.52,2031.33,-6.6,-3.64,1207.89,0.36,0.45,0.25,0.3,0.26424870466321243,0.3316062176165803,0.18307426597582038,0.22107081174438686,426,25690.230000000003,3228.98,298,0.5146804835924007,0.26424870466321243,Medium Risk
Burgers,26057,Lucky Burgers Tavern,Full-service,South Auckland,1.05,44.05,966,255,11232.75,320,178,213,14096.0,7840.9,9382.65,0.355171969602816,0.468937209108844,0.3,11,3.25,692.25,1975.74,-1749.44,-973.13,958.07,0.36,0.45,0.25,0.3,0.2639751552795031,0.33126293995859213,0.18426501035196688,0.2204968944099379,711,42552.3,211.24,498,0.515527950310559,0.2639751552795031,Medium Risk
Burgers,25976,Lucky Burgers Tavern,Full-service,North Shore,1.03,34.27,1009,336,11514.72,303,168,202,10383.81,5757.36,6922.54,0.358282660192344,0.518133828393184,0.3,4,1.18,238.36,1423.03,-1831.88,-1015.69,617.15,0.5,0.45,0.25,0.3,0.3330029732408325,0.3002973240832507,0.16650148662041625,0.2001982160555005,673,34578.43,-807.3900000000002,471,0.466798810703667,0.3330029732408325,Low Risk
Burgers,25573,Top Burgers Tavern,Cafe,North Shore,1.03,44.39,1946,575,25524.25,617,343,411,27388.63,15225.77,18244.29,0.212252619564533,0.377365897689015,0.31,8,2.36,969.96,10474.68,2749.31,1528.39,6517.16,0.42,0.45,0.25,0.3,0.2954779033915725,0.3170606372045221,0.17625899280575538,0.21120246659815006,1371,86382.94,21269.54,960,0.4933196300102775,0.2954779033915725,Low Risk
Burgers,26573,King Burgers House,Full-service,South Auckland,1.05,34.62,1576,511,17690.82,479,266,320,16582.98,9208.92,11078.4,0.371734361897688,0.50042545821052,0.31,6,1.77,566.4,2261.6,-3020.75,-1677.5,849.86,0.48,0.45,0.25,0.3,0.32423857868020306,0.3039340101522843,0.16878172588832488,0.20304568527918782,1065,54561.12,-1586.79,745,0.4727157360406091,0.32423857868020306,Low Risk
Burgers,25819,Lucky Burgers Cafe,Cafe,CBD,0.99,35.4,799,224,7929.6,259,144,172,9168.6,5097.6,6088.8,0.257844529766589,0.362598595372401,0.31,18,5.31,913.32,3009.73,637.74,354.57,1397.73,0.39,0.45,0.25,0.3,0.28035043804755944,0.3241551939924906,0.1802252816020025,0.21526908635794745,575,28284.600000000002,5399.77,403,0.5043804755944932,0.28035043804755944,Medium Risk
